n02280458,pierid
n02280458,pierid_butterfly
n02278210,fritillary
n02278463,silverspot
n02277422,anglewing
n02275773,tortoiseshell
n02275773,tortoiseshell_butterfly
n02279257,peacock
n02279257,peacock_butterfly
n02279257,Inachis_io
n02279637,danaid
n02279637,danaid_butterfly
n02282257,blue
n02281015,small_white
n02281015,Pieris_rapae
n02282385,copper
n02281136,large_white
n02281136,Pieris_brassicae
n02276355,red_admiral
n02276355,Vanessa_atalanta
n02282903,hairstreak
n02282903,hairstreak_butterfly
n02278024,comma
n02278024,comma_butterfly
n02278024,Polygonia_comma
n02274822,nymphalid
n02274822,nymphalid_butterfly
n02274822,brush-footed_butterfly
n02274822,four-footed_butterfly
n02277742,ringlet
n02277742,ringlet_butterfly
n02276258,admiral
n02282553,American_copper
n02282553,Lycaena_hypophlaeas
n02281406,sulphur_butterfly
n02281406,sulfur_butterfly
n02278980,purple_emperor
n02278980,Apatura_iris
n02276902,banded_purple
n02276902,white_admiral
n02276902,Limenitis_arthemis
n02281787,lycaenid
n02281787,lycaenid_butterfly
n02276749,white_admiral
n02276749,Limenitis_camilla
n02276078,painted_beauty
n02276078,Vanessa_virginiensis
n02275560,mourning_cloak
n02275560,mourning_cloak_butterfly
n02275560,Camberwell_beauty
n02275560,Nymphalis_antiopa
n02280649,cabbage_butterfly
n02277094,red-spotted_purple
n02277094,Limenitis_astyanax
n02274259,butterfly
n02283077,Strymon_melinus
n02281267,southern_cabbage_butterfly
n02281267,Pieris_protodice
n02277268,viceroy
n02277268,Limenitis_archippus
n02278839,emperor_butterfly
n02278839,emperor
n02279972,monarch
n02279972,monarch_butterfly
n02279972,milkweed_butterfly
n02279972,Danaus_plexippus
