n02327842,snowshoe_hare
n02327842,snowshoe_rabbit
n02327842,varying_hare
n02327842,Lepus_americanus
n02326432,hare
n02325722,eastern_cottontail
n02325722,Sylvilagus_floridanus
n02325366,wood_rabbit
n02325366,cottontail
n02325366,cottontail_rabbit
n02324514,lapin
n02327435,blacktail_jackrabbit
n02327435,Lepus_californicus
n02328150,Angora
n02328150,Angora_rabbit
n02326763,leveret
n02324587,bunny
n02324587,bunny_rabbit
n02326862,European_hare
n02326862,Lepus_europaeus
n02324850,European_rabbit
n02324850,Old_World_rabbit
n02324850,Oryctolagus_cuniculus
n02324431,rabbit_ears
n02327028,jackrabbit
n02327656,polar_hare
n02327656,Arctic_hare
n02327656,Lepus_arcticus
n02323902,leporid
n02323902,leporid_mammal
n02325884,swamp_rabbit
n02325884,canecutter
n02325884,swamp_hare
n02325884,Sylvilagus_aquaticus
n02326074,marsh_hare
n02326074,swamp_rabbit
n02326074,Sylvilagus_palustris
n02328009,Belgian_hare
n02328009,leporide
n02327175,white-tailed_jackrabbit
n02327175,whitetail_jackrabbit
n02327175,Lepus_townsendi
n02324045,rabbit
n02324045,coney
n02324045,cony
