n04331277,straight_chair
n04331277,side_chair
n03786621,Morris_chair
n03962932,platform_rocker
n03902564,peacock-throne
n03002210,chair_of_state
n03001627,chair
n02983904,cathedra
n02983904,bishop's_throne
n04593077,wing_chair
n03260849,Eames_chair
n03262932,easy_chair
n03262932,lounge_chair
n03262932,overstuffed_chair
n04590933,Windsor_chair
n02791124,barber_chair
n04381450,tablet-armed_chair
n03750540,mercy_seat
n02946270,camp_chair
n03168217,deck_chair
n03168217,beach_chair
n03649674,lawn_chair
n03649674,garden_chair
n02957862,captain's_chair
n03376595,folding_chair
n03335333,fighting_chair
n04099969,rocking_chair
n04099969,rocker
n04062428,recliner
n04062428,reclining_chair
n04062428,lounger
n03802507,musnud
n02738535,armchair
n03790953,motorized_wheelchair
n02876326,Boston_rocker
n02806762,bath_chair
n03002711,chaise_longue
n03002711,chaise
n03002711,daybed
n04610176,yacht_chair
n03518445,highchair
n03518445,feeding_chair
n04201435,shoofly
n04373704,swivel_chair
n03325403,fauteuil
n04429376,throne
n03632729,ladder-back
n03632729,ladder-back_chair
n04576002,wheelchair
