n02126787,manul
n02126787,Pallas's_cat
n02126787,Felis_manul
n02126317,leopard_cat
n02126317,Felis_bengalensis
n02125689,jaguarundi
n02125689,jaguarundi_cat
n02125689,jaguarondi
n02125689,eyra
n02125689,Felis_yagouaroundi
n02121620,cat
n02121620,true_cat
n02123242,tortoiseshell
n02123242,tortoiseshell-cat
n02123242,calico_cat
n02123394,Persian_cat
n02126139,serval
n02126139,Felis_serval
n02123159,tiger_cat
n02122430,mouser
n02124075,Egyptian_cat
n02122810,gib
n02122510,alley_cat
n02125311,cougar
n02125311,puma
n02125311,catamount
n02125311,mountain_lion
n02125311,painter
n02125311,panther
n02125311,Felis_concolor
n02126028,jungle_cat
n02126028,Felis_chaus
n02123917,Burmese_cat
n02125494,ocelot
n02125494,panther_cat
n02125494,Felis_pardalis
n02124623,wildcat
n02126640,margay
n02126640,margay_cat
n02126640,Felis_wiedi
n02124157,Maltese
n02124157,Maltese_cat
n02122725,tom
n02122725,tomcat
n02127381,Canada_lynx
n02127381,Lynx_canadensis
n02127482,bobcat
n02127482,bay_lynx
n02127482,Lynx_rufus
n02127292,common_lynx
n02127292,Lynx_lynx
n02126465,tiger_cat
n02126465,Felis_tigrina
n02127678,caracal
n02127678,desert_lynx
n02127678,Lynx_caracal
n02122298,kitty
n02122298,kitty-cat
n02122298,puss
n02122298,pussy
n02122298,pussycat
n02127052,lynx
n02127052,catamount
n02121808,domestic_cat
n02121808,house_cat
n02121808,Felis_domesticus
n02121808,Felis_catus
n02123597,Siamese_cat
n02123597,Siamese
n02123478,Angora
n02123478,Angora_cat
n02122878,tabby
n02122878,queen
n02125872,kaffir_cat
n02125872,caffer_cat
n02125872,Felis_ocreata
n02125081,European_wildcat
n02125081,catamountain
n02125081,Felis_silvestris
n02124484,Manx
n02124484,Manx_cat
n02123785,blue_point_Siamese
n02127586,spotted_lynx
n02127586,Lynx_pardina
n02123045,tabby
n02123045,tabby_cat
n02124313,Abyssinian
n02124313,Abyssinian_cat
n02125010,sand_cat
