APPLE,BANANA,
APPLES,CIRCLE,
Apple,Circle,
aple,FROG,
app;e,GREEN,
appl,PEPPER,
apple,TOMATO,
apple\,Tomato,
apple],anys,
applee,aooke,
apples,ball,
green apple,bell pepper,
greenapple,brocc,
,brocolli,
,bubble,
,cabbage,
,circ;e,
,circle,
,conut,
,donut,
,fingerprint,
,fish,
,frog,
,frogs,
,fruit,
,fruits,
,insect,
,leaf,
,leaves,
,lemon,
,lettuce,
,lime,
,lobster,
,mango,
,melon,
,moon,
,mushroom,
,orange,
,pear,
,pears,
,peas,
,pepper,
,peppers,
,pickle,
,pineaple,
,plant,
,plate,
,plum,
,pu,
,rat,
,rock,
,rocks,
,s,
,seal,
,shadow,
,shape,
,shrek,
,sketch,
,snail,
,tires,
,tomato,
,tomatoe,
,tree,
,vegtable,
,wheel,
,yoshi,
,,
