,"file_name","image_type","predicted_index","possible_label"
239,"chair_ILSVRC2012_val_00001953_o.jpg","rocking chair",765,"rocking chair"
240,"shoe_ILSVRC2012_val_00020303_o.jpg","shoe store",788,"shoe store"
241,"horse_ILSVRC2012_val_00008317_o.jpg","common sorrel horse",339,"common sorrel horse"
242,"bee_ILSVRC2012_val_00002566_o.jpg","cicada",316,"cicada"
243,"gun_ILSVRC2012_val_00003457_o.jpg","revolver",763,"revolver"
244,"horse_ILSVRC2012_val_00011600_o.jpg","common sorrel horse",339,"common sorrel horse"
245,"bee_ILSVRC2012_val_00045227_o.jpg","bee",309,"bee"
246,"cat_ILSVRC2012_val_00031180_o.jpg","Persian cat",283,"Persian cat"
247,"microwave_ILSVRC2012_val_00047421_o.jpg","CRT monitor",782,"CRT monitor"
248,"spider_ILSVRC2012_val_00029756_o.jpg","yellow garden spider",72,"yellow garden spider"
249,"tiger_ILSVRC2012_val_00048186_o.jpg","tiger",292,"tiger"
250,"monkey_ILSVRC2012_val_00030191_o.jpg","baboon",372,"baboon"
251,"airplane_ILSVRC2012_val_00030531_o.jpg","airliner",404,"airliner"
252,"snake_ILSVRC2012_val_00027631_o.jpg","kingsnake",56,"kingsnake"
253,"helmet_ILSVRC2012_val_00016289_o.jpg","crash helmet",518,"crash helmet"
254,"bee_ILSVRC2012_val_00014008_o.jpg","bee",309,"bee"
255,"elephant_ILSVRC2012_val_00040375_o.jpg","African bush elephant",386,"African bush elephant"
256,"bird_ILSVRC2012_val_00007153_o.jpg","American coot",137,"American coot"
257,"crab_ILSVRC2012_val_00004462_o.jpg","red king crab",121,"red king crab"
258,"snail_ILSVRC2012_val_00023958_o.jpg","snail",113,"snail"
259,"acorn_ILSVRC2012_val_00013791_o.jpg","acorn",988,"acorn"
260,"elephant_ILSVRC2012_val_00035479_o.jpg","Asian elephant",385,"Asian elephant"
261,"crab_ILSVRC2012_val_00003272_o.jpg","Dungeness crab",118,"Dungeness crab"
262,"crocodilian_ILSVRC2012_val_00018666_o.jpg","Nile crocodile",49,"Nile crocodile"
