,file_name,image_type,predicted_index,possible_label
0,butterfly_ILSVRC2012_val_00013795_cs.jpg,Cro_v05,410,apiary
1,guitar_ILSVRC2012_val_00021556_cs.jpg,Cro_v05,646,maze
2,airplane_ILSVRC2012_val_00049097_cs.jpg,Cro_v05,226,Briard
3,spider_ILSVRC2012_val_00039661_cs.jpg,Cro_v05,646,maze
4,car_ILSVRC2012_val_00010455_cs.jpg,Cro_v05,838,sunscreen
5,rabbit_ILSVRC2012_val_00013125_cs.jpg,Cro_v05,980,volcano
6,acorn_ILSVRC2012_val_00012754_cs.jpg,Cro_v05,838,sunscreen
7,monkey_ILSVRC2012_val_00003631_cs.jpg,Cro_v05,410,apiary
8,broccoli_ILSVRC2012_val_00019851_cs.jpg,Cro_v05,838,sunscreen
9,turtle_ILSVRC2012_val_00049782_cs.jpg,Cro_v05,838,sunscreen
10,pineapple_ILSVRC2012_val_00012582_cs.jpg,Cro_v05,838,sunscreen
11,lemon_ILSVRC2012_val_00038325_cs.jpg,Cro_v05,838,sunscreen
12,dummyn02077923_ILSVRC2012_val_00032166_cs.jpg,Cro_v05,916,website
13,elephant_ILSVRC2012_val_00035479_cs.jpg,Cro_v05,78,tick
14,bird_ILSVRC2012_val_00004344_cs.jpg,Cro_v05,410,apiary
15,mug_ILSVRC2012_val_00020276_cs.jpg,Cro_v05,725,drink pitcher
16,lobster_ILSVRC2012_val_00036759_cs.jpg,Cro_v05,664,monitor
17,camel_ILSVRC2012_val_00013553_cs.jpg,Cro_v05,410,apiary
18,acorn_ILSVRC2012_val_00013791_cs.jpg,Cro_v05,838,sunscreen
19,airplane_ILSVRC2012_val_00023781_cs.jpg,Cro_v05,366,gorilla
20,lobster_ILSVRC2012_val_00002502_cs.jpg,Cro_v05,727,planetarium
21,dummyn01990800_ILSVRC2012_val_00042476_cs.jpg,Cro_v05,410,apiary
22,bear_ILSVRC2012_val_00020441_cs.jpg,Cro_v05,664,monitor
23,dummyn02790996_ILSVRC2012_val_00016261_cs.jpg,Cro_v05,775,sarong
24,cat_ILSVRC2012_val_00038913_cs.jpg,Cro_v05,410,apiary
25,bear_ILSVRC2012_val_00031906_cs.jpg,Cro_v05,75,southern black widow
26,bear_ILSVRC2012_val_00038263_cs.jpg,Cro_v05,908,airplane wing
27,gun_ILSVRC2012_val_00002840_cs.jpg,Cro_v05,75,southern black widow
28,flower_ILSVRC2012_val_00022139_cs.jpg,Cro_v05,838,sunscreen
29,dryer_ILSVRC2012_val_00044460_cs.jpg,Cro_v05,664,monitor
30,mug_ILSVRC2012_val_00043571_cs.jpg,Cro_v05,310,ant
31,squirrel_ILSVRC2012_val_00048792_cs.jpg,Cro_v05,410,apiary
32,hammer_ILSVRC2012_val_00003387_cs.jpg,Cro_v05,970,mountain
33,mug_ILSVRC2012_val_00025548_cs.jpg,Cro_v05,908,airplane wing
34,hammer_ILSVRC2012_val_00001110_cs.jpg,Cro_v05,646,maze
35,horse_ILSVRC2012_val_00011600_cs.jpg,Cro_v05,664,monitor
36,mushroom_ILSVRC2012_val_00021713_cs.jpg,Cro_v05,646,maze
37,rabbit_ILSVRC2012_val_00044412_cs.jpg,Cro_v05,78,tick
38,dummyn02174001_ILSVRC2012_val_00032303_cs.jpg,Cro_v05,469,cauldron
39,dummyn02769748_ILSVRC2012_val_00016010_cs.jpg,Cro_v05,908,airplane wing
40,mug_ILSVRC2012_val_00027194_cs.jpg,Cro_v05,908,airplane wing
41,lobster_ILSVRC2012_val_00028657_cs.jpg,Cro_v05,980,volcano
42,bee_ILSVRC2012_val_00014008_cs.jpg,Cro_v05,78,tick
43,dummyn01882714_ILSVRC2012_val_00010137_cs.jpg,Cro_v05,410,apiary
44,dog_ILSVRC2012_val_00028881_cs.jpg,Cro_v05,246,Great Dane
45,car_ILSVRC2012_val_00037492_cs.jpg,Cro_v05,727,planetarium
46,spider_ILSVRC2012_val_00029156_cs.jpg,Cro_v05,995,earth star fungus
47,horse_ILSVRC2012_val_00029082_cs.jpg,Cro_v05,78,tick
48,monkey_ILSVRC2012_val_00027323_cs.jpg,Cro_v05,205,Flat-Coated Retriever
49,mug_ILSVRC2012_val_00025893_cs.jpg,Cro_v05,838,sunscreen
50,horse_ILSVRC2012_val_00008317_cs.jpg,Cro_v05,246,Great Dane
51,dummyn02319095_ILSVRC2012_val_00039357_cs.jpg,Cro_v05,78,tick
52,butterfly_ILSVRC2012_val_00042436_cs.jpg,Cro_v05,410,apiary
