,"file_name","image_type","predicted_index","possible_label"
0,"cat_ILSVRC2012_val_00013550_lf.jpg","pajamas",697,"pajamas"
1,"clock_ILSVRC2012_val_00035392_lf.jpg","analog clock",409,"analog clock"
2,"crab_ILSVRC2012_val_00008705_lf.jpg","academic gown",400,"academic gown"
3,"guitar_ILSVRC2012_val_00033765_lf.jpg","clothes iron",606,"clothes iron"
4,"apple_ILSVRC2012_val_00012232_lf.jpg","Dutch oven",544,"Dutch oven"
5,"horse_ILSVRC2012_val_00008317_lf.jpg","pajamas",697,"pajamas"
6,"chair_ILSVRC2012_val_00041720_lf.jpg","tights",638,"tights"
7,"butterfly_ILSVRC2012_val_00013795_lf.jpg","toilet paper",999,"toilet paper"
8,"microwave_ILSVRC2012_val_00027917_lf.jpg","bulletproof vest",465,"bulletproof vest"
9,"horse_ILSVRC2012_val_00011600_lf.jpg","pajamas",697,"pajamas"
10,"tiger_ILSVRC2012_val_00015897_lf.jpg","pajamas",697,"pajamas"
11,"butterfly_ILSVRC2012_val_00035074_lf.jpg","paper towel",700,"paper towel"
12,"flower_ILSVRC2012_val_00019320_lf.jpg","computer keyboard",508,"computer keyboard"
13,"bee_ILSVRC2012_val_00017418_lf.jpg","paper towel",700,"paper towel"
14,"strawberry_ILSVRC2012_val_00048023_lf.jpg","lab coat",617,"lab coat"
15,"airplane_ILSVRC2012_val_00033920_lf.jpg","keyboard space bar",810,"keyboard space bar"
16,"camel_ILSVRC2012_val_00013553_lf.jpg","computer keyboard",508,"computer keyboard"
17,"mug_ILSVRC2012_val_00027194_lf.jpg","bulletproof vest",465,"bulletproof vest"
18,"lemon_ILSVRC2012_val_00034286_lf.jpg","velvet fabric",885,"velvet fabric"
19,"snake_ILSVRC2012_val_00014926_lf.jpg","pajamas",697,"pajamas"
20,"swine_ILSVRC2012_val_00016806_lf.jpg","velvet fabric",885,"velvet fabric"
21,"lobster_ILSVRC2012_val_00028657_lf.jpg","pajamas",697,"pajamas"
22,"microwave_ILSVRC2012_val_00047421_lf.jpg","filing cabinet",553,"filing cabinet"
23,"tiger_ILSVRC2012_val_00038124_lf.jpg","swim trunks / shorts",842,"swim trunks / shorts"
24,"cabbage_ILSVRC2012_val_00019287_lf.jpg","toilet paper",999,"toilet paper"
25,"dog_ILSVRC2012_val_00010378_lf.jpg","paper towel",700,"paper towel"
26,"turtle_ILSVRC2012_val_00036345_lf.jpg","tights",638,"tights"
27,"corn_ILSVRC2012_val_00011594_lf.jpg","bagel",931,"bagel"
28,"turtle_ILSVRC2012_val_00009376_lf.jpg","pajamas",697,"pajamas"
29,"swine_ILSVRC2012_val_00014171_lf.jpg","Band-Aid",419,"Band-Aid"
30,"flower_ILSVRC2012_val_00013936_lf.jpg","shower cap",793,"shower cap"
31,"bellpepper_ILSVRC2012_val_00028090_lf.jpg","computer keyboard",508,"computer keyboard"
32,"spider_ILSVRC2012_val_00008805_lf.jpg","maze",646,"maze"
33,"squirrel_ILSVRC2012_val_00042981_lf.jpg","pajamas",697,"pajamas"
34,"bee_ILSVRC2012_val_00014008_lf.jpg","paper towel",700,"paper towel"
35,"cat_ILSVRC2012_val_00000796_lf.jpg","shower curtain",794,"shower curtain"
36,"fish_ILSVRC2012_val_00047320_lf.jpg","keyboard space bar",810,"keyboard space bar"
37,"snail_ILSVRC2012_val_00023958_lf.jpg","pajamas",697,"pajamas"
38,"acorn_ILSVRC2012_val_00045517_lf.jpg","computer keyboard",508,"computer keyboard"
39,"crab_ILSVRC2012_val_00011922_lf.jpg","pajamas",697,"pajamas"
40,"acorn_ILSVRC2012_val_00012754_lf.jpg","paper towel",700,"paper towel"
41,"dryer_ILSVRC2012_val_00027635_lf.jpg","computer keyboard",508,"computer keyboard"
42,"mushroom_ILSVRC2012_val_00038421_lf.jpg","cauliflower",938,"cauliflower"
43,"snail_ILSVRC2012_val_00001959_lf.jpg","cheeseburger",933,"cheeseburger"
44,"monkey_ILSVRC2012_val_00030191_lf.jpg","computer keyboard",508,"computer keyboard"
45,"crocodilian_ILSVRC2012_val_00010826_lf.jpg","keyboard space bar",810,"keyboard space bar"
46,"cabbage_ILSVRC2012_val_00005749_lf.jpg","swimming cap",433,"swimming cap"
47,"airplane_ILSVRC2012_val_00049097_lf.jpg","pan flute",699,"pan flute"
48,"guitar_ILSVRC2012_val_00021556_lf.jpg","computer keyboard",508,"computer keyboard"
49,"rabbit_ILSVRC2012_val_00027435_lf.jpg","shoji screen / room divider",789,"shoji screen / room divider"
50,"banana_ILSVRC2012_val_00046575_lf.jpg","computer keyboard",508,"computer keyboard"
51,"car_ILSVRC2012_val_00037128_lf.jpg","toilet paper",999,"toilet paper"
52,"frog_ILSVRC2012_val_00010287_lf.jpg","pajamas",697,"pajamas"
53,"spider_ILSVRC2012_val_00026030_lf.jpg","chain-link fence",489,"chain-link fence"
54,"dog_ILSVRC2012_val_00030058_lf.jpg","Great Pyrenees dog",257,"Great Pyrenees dog"
55,"monkey_ILSVRC2012_val_00030362_lf.jpg","pajamas",697,"pajamas"
56,"acorn_ILSVRC2012_val_00013791_lf.jpg","clogs",502,"clogs"
57,"chair_ILSVRC2012_val_00044181_lf.jpg","computer keyboard",508,"computer keyboard"
58,"dog_ILSVRC2012_val_00012566_lf.jpg","pajamas",697,"pajamas"
