,"file_name","image_type","predicted_index","possible_label"
240,"squirrel_ILSVRC2012_val_00023383_l.jpg","fox squirrel",335,"fox squirrel"
241,"corn_ILSVRC2012_val_00010495_l.jpg","corn",987,"corn"
242,"microwave_ILSVRC2012_val_00047421_l.jpg","safe",771,"safe"
243,"horse_ILSVRC2012_val_00029082_l.jpg","common sorrel horse",339,"common sorrel horse"
244,"elephant_ILSVRC2012_val_00035479_l.jpg","megalith",649,"megalith"
245,"frog_ILSVRC2012_val_00010287_l.jpg","tree frog",31,"tree frog"
246,"snake_ILSVRC2012_val_00027631_l.jpg","Gila monster",45,"Gila monster"
247,"lemon_ILSVRC2012_val_00045149_l.jpg","lemon",951,"lemon"
248,"bird_ILSVRC2012_val_00030545_l.jpg","dunlin",140,"dunlin"
249,"swine_ILSVRC2012_val_00031491_l.jpg","pig",341,"pig"
250,"car_ILSVRC2012_val_00037492_l.jpg","minivan",656,"minivan"
251,"rabbit_ILSVRC2012_val_00006108_l.jpg","hare",331,"hare"
252,"butterfly_ILSVRC2012_val_00035074_l.jpg","lacewing",318,"lacewing"
253,"rabbit_ILSVRC2012_val_00044412_l.jpg","cottontail rabbit",330,"cottontail rabbit"
254,"corn_ILSVRC2012_val_00019250_l.jpg","corn cob",998,"corn cob"
255,"frog_ILSVRC2012_val_00022660_l.jpg","tree frog",31,"tree frog"
256,"tiger_ILSVRC2012_val_00048186_l.jpg","tiger",292,"tiger"
257,"hippopotamus_ILSVRC2012_val_00003302_l.jpg","hippopotamus",344,"hippopotamus"
258,"airplane_ILSVRC2012_val_00049097_l.jpg","airship",405,"airship"
259,"bird_ILSVRC2012_val_00017028_l.jpg","lemon",951,"lemon"
260,"chair_ILSVRC2012_val_00012771_l.jpg","folding chair",559,"folding chair"
261,"snail_ILSVRC2012_val_00045031_l.jpg","snail",113,"snail"
262,"corn_ILSVRC2012_val_00007467_l.jpg","corn cob",998,"corn cob"
263,"flower_ILSVRC2012_val_00022139_l.jpg","daisy",985,"daisy"
264,"clock_ILSVRC2012_val_00028769_l.jpg","analog clock",409,"analog clock"
265,"bellpepper_ILSVRC2012_val_00009973_l.jpg","fig",952,"fig"
266,"acorn_ILSVRC2012_val_00012754_l.jpg","acorn",988,"acorn"
267,"clock_ILSVRC2012_val_00017693_l.jpg","analog clock",409,"analog clock"
268,"car_ILSVRC2012_val_00005456_l.jpg","sports car",817,"sports car"
269,"cat_ILSVRC2012_val_00038913_l.jpg","letter opener",623,"letter opener"
270,"dryer_ILSVRC2012_val_00046673_l.jpg","knot",616,"knot"
271,"lemon_ILSVRC2012_val_00034286_l.jpg","Gila monster",45,"Gila monster"
272,"bear_ILSVRC2012_val_00011967_l.jpg","sloth bear",297,"sloth bear"
273,"car_ILSVRC2012_val_00037128_l.jpg","jeep",609,"jeep"
274,"apple_ILSVRC2012_val_00000023_l.jpg","Granny Smith apple",948,"Granny Smith apple"
275,"camel_ILSVRC2012_val_00015872_l.jpg","arabian camel",354,"arabian camel"
276,"horse_ILSVRC2012_val_00008317_l.jpg","common sorrel horse",339,"common sorrel horse"
277,"broccoli_ILSVRC2012_val_00027637_l.jpg","broccoli",937,"broccoli"
278,"butterfly_ILSVRC2012_val_00025307_l.jpg","cloak",501,"cloak"
279,"butterfly_ILSVRC2012_val_00013795_l.jpg","Papillon",157,"Papillon"
280,"mug_ILSVRC2012_val_00043571_l.jpg","coffee mug",504,"coffee mug"
281,"hammer_ILSVRC2012_val_00032002_l.jpg","hatchet",596,"hatchet"
282,"monkey_ILSVRC2012_val_00030362_l.jpg","hatchet",596,"hatchet"
283,"flower_ILSVRC2012_val_00013936_l.jpg","fig",952,"fig"
284,"helmet_ILSVRC2012_val_00016289_l.jpg","crash helmet",518,"crash helmet"
285,"bird_ILSVRC2012_val_00028363_l.jpg","drumstick",542,"drumstick"
286,"mushroom_ILSVRC2012_val_00021713_l.jpg","mushroom",947,"mushroom"
287,"broccoli_ILSVRC2012_val_00043347_l.jpg","broccoli",937,"broccoli"
288,"hammer_ILSVRC2012_val_00015583_l.jpg","muzzle",676,"muzzle"
289,"gun_ILSVRC2012_val_00016796_l.jpg","revolver",763,"revolver"
290,"strawberry_ILSVRC2012_val_00037522_l.jpg","Gila monster",45,"Gila monster"
291,"spider_ILSVRC2012_val_00008805_l.jpg","Gila monster",45,"Gila monster"
292,"snake_ILSVRC2012_val_00013400_l.jpg","Gila monster",45,"Gila monster"
293,"spider_ILSVRC2012_val_00029756_l.jpg","tick",78,"tick"
294,"cat_ILSVRC2012_val_00031180_l.jpg","Persian cat",283,"Persian cat"
295,"squirrel_ILSVRC2012_val_00035501_l.jpg","Gila monster",45,"Gila monster"
296,"guitar_ILSVRC2012_val_00036762_l.jpg","electric guitar",546,"electric guitar"
297,"bellpepper_ILSVRC2012_val_00028090_l.jpg","megalith",649,"megalith"
298,"airplane_ILSVRC2012_val_00033920_l.jpg","airliner",404,"airliner"
299,"chair_ILSVRC2012_val_00044181_l.jpg","folding chair",559,"folding chair"
300,"lobster_ILSVRC2012_val_00047059_l.jpg","American lobster",122,"American lobster"
301,"cat_ILSVRC2012_val_00000796_l.jpg","tabby cat",281,"tabby cat"
302,"guitar_ILSVRC2012_val_00033765_l.jpg","electric guitar",546,"electric guitar"
303,"dryer_ILSVRC2012_val_00038783_l.jpg","hair dryer",589,"hair dryer"
304,"cabbage_ILSVRC2012_val_00005749_l.jpg","megalith",649,"megalith"
305,"corn_ILSVRC2012_val_00030375_l.jpg","corn cob",998,"corn cob"
306,"rabbit_ILSVRC2012_val_00013125_l.jpg","Angora rabbit",332,"Angora rabbit"
307,"squirrel_ILSVRC2012_val_00024584_l.jpg","cloak",501,"cloak"
308,"bee_ILSVRC2012_val_00017418_l.jpg","bee",309,"bee"
309,"cabbage_ILSVRC2012_val_00037102_l.jpg","cabbage",936,"cabbage"
310,"snake_ILSVRC2012_val_00006751_l.jpg","Gila monster",45,"Gila monster"
311,"clock_ILSVRC2012_val_00035461_l.jpg","barometer",426,"barometer"
312,"crocodilian_ILSVRC2012_val_00037166_l.jpg","Gila monster",45,"Gila monster"
313,"gun_ILSVRC2012_val_00002840_l.jpg","revolver",763,"revolver"
314,"acorn_ILSVRC2012_val_00045517_l.jpg","knot",616,"knot"
315,"tiger_ILSVRC2012_val_00015897_l.jpg","tiger",292,"tiger"
316,"banana_ILSVRC2012_val_00021860_l.jpg","hatchet",596,"hatchet"
317,"chair_ILSVRC2012_val_00004120_l.jpg","folding chair",559,"folding chair"
318,"squirrel_ILSVRC2012_val_00042981_l.jpg","fox squirrel",335,"fox squirrel"
319,"horse_ILSVRC2012_val_00011600_l.jpg","common sorrel horse",339,"common sorrel horse"
320,"fish_ILSVRC2012_val_00047320_l.jpg","sturgeon",394,"sturgeon"
321,"pineapple_ILSVRC2012_val_00023804_l.jpg","pineapple",953,"pineapple"
322,"guitar_ILSVRC2012_val_00019484_l.jpg","acoustic guitar",402,"acoustic guitar"
323,"strawberry_ILSVRC2012_val_00035170_l.jpg","Gila monster",45,"Gila monster"
324,"broccoli_ILSVRC2012_val_00013519_l.jpg","hatchet",596,"hatchet"
325,"turtle_ILSVRC2012_val_00009376_l.jpg","mud turtle",35,"mud turtle"
326,"butterfly_ILSVRC2012_val_00015608_l.jpg","orange",950,"orange"
327,"dog_ILSVRC2012_val_00012566_l.jpg","Kuvasz",222,"Kuvasz"
328,"mushroom_ILSVRC2012_val_00038421_l.jpg","megalith",649,"megalith"
329,"cabbage_ILSVRC2012_val_00007752_l.jpg","fig",952,"fig"
330,"microwave_ILSVRC2012_val_00027917_l.jpg","microwave oven",651,"microwave oven"
331,"swine_ILSVRC2012_val_00011892_l.jpg","promontory",976,"promontory"
332,"helmet_ILSVRC2012_val_00013302_l.jpg","crash helmet",518,"crash helmet"
333,"horse_ILSVRC2012_val_00017358_l.jpg","common sorrel horse",339,"common sorrel horse"
334,"elephant_ILSVRC2012_val_00011247_l.jpg","Asian elephant",385,"Asian elephant"
335,"butterfly_ILSVRC2012_val_00042436_l.jpg","chiton",116,"chiton"
336,"hammer_ILSVRC2012_val_00028069_l.jpg","hatchet",596,"hatchet"
337,"mug_ILSVRC2012_val_00027194_l.jpg","drink pitcher",725,"drink pitcher"
338,"lobster_ILSVRC2012_val_00036759_l.jpg","letter opener",623,"letter opener"
339,"cat_ILSVRC2012_val_00001341_l.jpg","Siamese cat",284,"Siamese cat"
340,"cabbage_ILSVRC2012_val_00027632_l.jpg","cabbage",936,"cabbage"
341,"tiger_ILSVRC2012_val_00030651_l.jpg","tiger",292,"tiger"
342,"banana_ILSVRC2012_val_00049606_l.jpg","banana",954,"banana"
343,"snake_ILSVRC2012_val_00024301_l.jpg","Gila monster",45,"Gila monster"
344,"hippopotamus_ILSVRC2012_val_00032449_l.jpg","hippopotamus",344,"hippopotamus"
345,"spider_ILSVRC2012_val_00026030_l.jpg","tick",78,"tick"
346,"lemon_ILSVRC2012_val_00048264_l.jpg","stone wall",825,"stone wall"
347,"strawberry_ILSVRC2012_val_00048023_l.jpg","mushroom",947,"mushroom"
348,"mug_ILSVRC2012_val_00025893_l.jpg","goblet",572,"goblet"
349,"lemon_ILSVRC2012_val_00028823_l.jpg","fig",952,"fig"
350,"pineapple_ILSVRC2012_val_00012582_l.jpg","pineapple",953,"pineapple"
351,"bee_ILSVRC2012_val_00045227_l.jpg","cicada",316,"cicada"
352,"mug_ILSVRC2012_val_00025548_l.jpg","goblet",572,"goblet"
353,"corn_ILSVRC2012_val_00011594_l.jpg","corn",987,"corn"
354,"pineapple_ILSVRC2012_val_00024461_l.jpg","pineapple",953,"pineapple"
355,"hammer_ILSVRC2012_val_00003387_l.jpg","hammer",587,"hammer"
356,"shoe_ILSVRC2012_val_00019717_l.jpg","cowboy boot",514,"cowboy boot"
357,"swine_ILSVRC2012_val_00016806_l.jpg","wild boar",342,"wild boar"
358,"lobster_ILSVRC2012_val_00002502_l.jpg","American lobster",122,"American lobster"
359,"dryer_ILSVRC2012_val_00013313_l.jpg","whistle",902,"whistle"
360,"fish_ILSVRC2012_val_00032417_l.jpg","cloak",501,"cloak"
361,"strawberry_ILSVRC2012_val_00031440_l.jpg","Gila monster",45,"Gila monster"
362,"apple_ILSVRC2012_val_00020655_l.jpg","poke bonnet",452,"poke bonnet"
363,"turtle_ILSVRC2012_val_00047941_l.jpg","mud turtle",35,"mud turtle"
364,"shoe_ILSVRC2012_val_00048970_l.jpg","shoe store",788,"shoe store"
365,"acorn_ILSVRC2012_val_00031536_l.jpg","fig",952,"fig"
366,"camel_ILSVRC2012_val_00013553_l.jpg","butcher shop",467,"butcher shop"
367,"rabbit_ILSVRC2012_val_00021667_l.jpg","hare",331,"hare"
368,"fish_ILSVRC2012_val_00014195_l.jpg","Gila monster",45,"Gila monster"
369,"microwave_ILSVRC2012_val_00042691_l.jpg","CRT monitor",782,"CRT monitor"
370,"frog_ILSVRC2012_val_00041279_l.jpg","Gila monster",45,"Gila monster"
371,"helmet_ILSVRC2012_val_00047186_l.jpg","crash helmet",518,"crash helmet"
372,"bear_ILSVRC2012_val_00020441_l.jpg","badger",362,"badger"
373,"elephant_ILSVRC2012_val_00018263_l.jpg","promontory",976,"promontory"
374,"airplane_ILSVRC2012_val_00023781_l.jpg","safe",771,"safe"
375,"crab_ILSVRC2012_val_00034670_l.jpg","rock crab",119,"rock crab"
376,"swine_ILSVRC2012_val_00014171_l.jpg","pig",341,"pig"
377,"bellpepper_ILSVRC2012_val_00003536_l.jpg","megalith",649,"megalith"
378,"crocodilian_ILSVRC2012_val_00010826_l.jpg","Gila monster",45,"Gila monster"
379,"shoe_ILSVRC2012_val_00034558_l.jpg","sock",806,"sock"
380,"crab_ILSVRC2012_val_00003272_l.jpg","Dungeness crab",118,"Dungeness crab"
381,"microwave_ILSVRC2012_val_00038763_l.jpg","guillotine",583,"guillotine"
382,"pineapple_ILSVRC2012_val_00029522_l.jpg","pineapple",953,"pineapple"
383,"cat_ILSVRC2012_val_00013550_l.jpg","promontory",976,"promontory"
384,"gun_ILSVRC2012_val_00012180_l.jpg","revolver",763,"revolver"
385,"gun_ILSVRC2012_val_00003457_l.jpg","revolver",763,"revolver"
386,"bear_ILSVRC2012_val_00031906_l.jpg","badger",362,"badger"
387,"crab_ILSVRC2012_val_00011922_l.jpg","fiddler crab",120,"fiddler crab"
388,"crocodilian_ILSVRC2012_val_00038647_l.jpg","volcano",980,"volcano"
389,"banana_ILSVRC2012_val_00038819_l.jpg","hatchet",596,"hatchet"
390,"airplane_ILSVRC2012_val_00030531_l.jpg","airplane wing",908,"airplane wing"
391,"mug_ILSVRC2012_val_00020276_l.jpg","drink pitcher",725,"drink pitcher"
392,"helmet_ILSVRC2012_val_00049691_l.jpg","crash helmet",518,"crash helmet"
393,"bee_ILSVRC2012_val_00002566_l.jpg","megalith",649,"megalith"
394,"tiger_ILSVRC2012_val_00038124_l.jpg","tiger",292,"tiger"
395,"squirrel_ILSVRC2012_val_00048792_l.jpg","fox squirrel",335,"fox squirrel"
396,"fish_ILSVRC2012_val_00021994_l.jpg","clownfish",393,"clownfish"
397,"monkey_ILSVRC2012_val_00030191_l.jpg","fig",952,"fig"
398,"flower_ILSVRC2012_val_00019320_l.jpg","earth star fungus",995,"earth star fungus"
399,"apple_ILSVRC2012_val_00045087_l.jpg","Granny Smith apple",948,"Granny Smith apple"
400,"apple_ILSVRC2012_val_00034820_l.jpg","megalith",649,"megalith"
401,"bee_ILSVRC2012_val_00014008_l.jpg","cicada",316,"cicada"
402,"monkey_ILSVRC2012_val_00027323_l.jpg","Irish Water Spaniel",221,"Irish Water Spaniel"
403,"mushroom_ILSVRC2012_val_00040625_l.jpg","mushroom",947,"mushroom"
404,"lobster_ILSVRC2012_val_00028657_l.jpg","American lobster",122,"American lobster"
405,"dog_ILSVRC2012_val_00030058_l.jpg","Chow Chow",260,"Chow Chow"
406,"camel_ILSVRC2012_val_00011354_l.jpg","arabian camel",354,"arabian camel"
407,"strawberry_ILSVRC2012_val_00023739_l.jpg","strawberry",949,"strawberry"
