,"file_name","image_type","predicted_index","possible_label"
240,"swine_ILSVRC2012_val_00031491_cd.jpg","mountain",970,"mountain"
241,"lobster_ILSVRC2012_val_00028657_cd.jpg","mountain",970,"mountain"
242,"butterfly_ILSVRC2012_val_00025307_cd.jpg","matchstick",644,"matchstick"
243,"dryer_ILSVRC2012_val_00038783_cd.jpg","mountain",970,"mountain"
244,"turtle_ILSVRC2012_val_00047941_cd.jpg","mountain",970,"mountain"
245,"camel_ILSVRC2012_val_00011354_cd.jpg","maze",646,"maze"
246,"horse_ILSVRC2012_val_00029082_cd.jpg","hartebeest",351,"hartebeest"
247,"elephant_ILSVRC2012_val_00011247_cd.jpg","mountain",970,"mountain"
248,"snail_ILSVRC2012_val_00001959_cd.jpg","earth star fungus",995,"earth star fungus"
249,"horse_ILSVRC2012_val_00011600_cd.jpg","maze",646,"maze"
250,"airplane_ILSVRC2012_val_00023781_cd.jpg","gorilla",366,"gorilla"
251,"squirrel_ILSVRC2012_val_00024584_cd.jpg","mountain",970,"mountain"
252,"pineapple_ILSVRC2012_val_00012582_cd.jpg","mountain",970,"mountain"
253,"pineapple_ILSVRC2012_val_00029522_cd.jpg","maze",646,"maze"
254,"bear_ILSVRC2012_val_00020441_cd.jpg","monitor",664,"monitor"
255,"airplane_ILSVRC2012_val_00049097_cd.jpg","Curly-coated Retriever",206,"Curly-coated Retriever"
256,"hippopotamus_ILSVRC2012_val_00032449_cd.jpg","mountain",970,"mountain"
257,"chair_ILSVRC2012_val_00004120_cd.jpg","folding chair",559,"folding chair"
258,"dog_ILSVRC2012_val_00028881_cd.jpg","Bouvier des Flandres dog",233,"Bouvier des Flandres dog"
259,"camel_ILSVRC2012_val_00006200_cd.jpg","muzzle",676,"muzzle"
260,"snake_ILSVRC2012_val_00006751_cd.jpg","sarong",775,"sarong"
261,"elephant_ILSVRC2012_val_00032620_cd.jpg","Asian elephant",385,"Asian elephant"
262,"butterfly_ILSVRC2012_val_00013795_cd.jpg","mountain",970,"mountain"
