,"file_name","image_type","predicted_index","possible_label"
480,"chair_ILSVRC2012_val_00012771_st.jpg","cliff dwelling",500,"cliff dwelling"
481,"gun_ILSVRC2012_val_00003457_st.jpg","revolver",763,"revolver"
482,"camel_ILSVRC2012_val_00015872_st.jpg","mountain",970,"mountain"
483,"lemon_ILSVRC2012_val_00034286_st.jpg","television",851,"television"
484,"apple_ILSVRC2012_val_00034820_st.jpg","mountain",970,"mountain"
485,"dog_ILSVRC2012_val_00030058_st.jpg","volcano",980,"volcano"
486,"airplane_ILSVRC2012_val_00049097_st.jpg","trimaran",871,"trimaran"
487,"crocodilian_ILSVRC2012_val_00010826_st.jpg","prayer rug",741,"prayer rug"
488,"clock_ILSVRC2012_val_00041461_st.jpg","sarong",775,"sarong"
489,"crab_ILSVRC2012_val_00003272_st.jpg","mask",643,"mask"
490,"cat_ILSVRC2012_val_00013550_st.jpg","sock",806,"sock"
491,"turtle_ILSVRC2012_val_00009376_st.jpg","shower cap",793,"shower cap"
492,"mushroom_ILSVRC2012_val_00039698_st.jpg","mountain",970,"mountain"
493,"crocodilian_ILSVRC2012_val_00018666_st.jpg","sarong",775,"sarong"
494,"bee_ILSVRC2012_val_00045227_st.jpg","sarong",775,"sarong"
495,"swine_ILSVRC2012_val_00031491_st.jpg","mountain",970,"mountain"
496,"strawberry_ILSVRC2012_val_00035170_st.jpg","television",851,"television"
497,"frog_ILSVRC2012_val_00033769_st.jpg","earth star fungus",995,"earth star fungus"
498,"broccoli_ILSVRC2012_val_00013519_st.jpg","sarong",775,"sarong"
499,"rabbit_ILSVRC2012_val_00021667_st.jpg","cloak",501,"cloak"
500,"lemon_ILSVRC2012_val_00028823_st.jpg","coral fungus",991,"coral fungus"
501,"turtle_ILSVRC2012_val_00024666_st.jpg","swimming cap",433,"swimming cap"
502,"mushroom_ILSVRC2012_val_00038421_st.jpg","comic book",917,"comic book"
503,"camel_ILSVRC2012_val_00011354_st.jpg","sarong",775,"sarong"
504,"crocodilian_ILSVRC2012_val_00037166_st.jpg","earth star fungus",995,"earth star fungus"
505,"pineapple_ILSVRC2012_val_00023804_st.jpg","night snake",60,"night snake"
506,"microwave_ILSVRC2012_val_00037721_st.jpg","sarong",775,"sarong"
507,"elephant_ILSVRC2012_val_00032620_st.jpg","shower curtain",794,"shower curtain"
508,"car_ILSVRC2012_val_00005456_st.jpg","website",916,"website"
509,"tiger_ILSVRC2012_val_00030651_st.jpg","muzzle",676,"muzzle"
510,"fish_ILSVRC2012_val_00021994_st.jpg","fire screen",556,"fire screen"
511,"snail_ILSVRC2012_val_00001959_st.jpg","cloak",501,"cloak"
512,"crocodilian_ILSVRC2012_val_00038287_st.jpg","cloak",501,"cloak"
513,"dog_ILSVRC2012_val_00010378_st.jpg","envelope",549,"envelope"
514,"lobster_ILSVRC2012_val_00002502_st.jpg","rifle",764,"rifle"
515,"acorn_ILSVRC2012_val_00031536_st.jpg","mountain",970,"mountain"
516,"helmet_ILSVRC2012_val_00032342_st.jpg","swimming cap",433,"swimming cap"
517,"lobster_ILSVRC2012_val_00017039_st.jpg","steel drum",822,"steel drum"
518,"broccoli_ILSVRC2012_val_00004207_st.jpg","television",851,"television"
519,"mushroom_ILSVRC2012_val_00021713_st.jpg","rifle",764,"rifle"
520,"bellpepper_ILSVRC2012_val_00009973_st.jpg","jigsaw puzzle",611,"jigsaw puzzle"
521,"hammer_ILSVRC2012_val_00032002_st.jpg","hatchet",596,"hatchet"
522,"hammer_ILSVRC2012_val_00003387_st.jpg","suit",834,"suit"
523,"hippopotamus_ILSVRC2012_val_00006991_st.jpg","cloak",501,"cloak"
